# source_url: https://query.wikidata.org/sparql
# license: CC0
# country_qid: Q916
# note: WDQS label corpus; given/family fields blank when property joins time out
qid,label,given_name,family_name,country,country_class
Q135368929,Valeriana Cacolama Moxi,,,ao,ao
Q135369007,Valeria Francisco de Nascimiento,,,ao,ao
Q135369718,Domilda Lussati,,,ao,ao
Q135369716,Esperanca Cassova Marques Nunda,,,ao,ao
Q135369847,Ayrton José Leitão Dala,,,ao,ao
Q135369853,Bruno Anderson Ramos Neves,,,ao,ao
Q135369717,Joana Balanga Bende,,,ao,ao
Q135369852,Dilson Chissuata da Piedade,,,ao,ao
Q135369720,Leopoldina Luis Emidio,,,ao,ao
Q135369842,Jose Panda Reis Neto,,,ao,ao
Q135369851,Julio Jeronimo Cambudi,,,ao,ao
Q135369721,Ruth Paim,,,ao,ao
Q135369850,Martinho Domingos Diogo Paulo,,,ao,ao
Q135369719,Tatiana Benvinda da Silva Jamba,,,ao,ao
Q135369849,Simao da Rocha Lutonda,,,ao,ao
Q135370291,Valdir Alexamdre Victoriano Manuel,,,ao,ao
Q135371136,Emanuela Mateus,,,ao,ao
Q135371137,Isabel Mendes Simba,,,ao,ao
Q135371135,Neusa Madalena Candido,,,ao,ao
Q135371625,Adriana Naule Goncalves Manuel,,,ao,ao
Q135371626,Avelina Peso,,,ao,ao
Q135371630,Cristiana Correia,,,ao,ao
Q135371629,Eduarda Gabriel,,,ao,ao
Q135371628,Juda Quindanda,,,ao,ao
Q135371624,Mariana Natercia Moises Manuel,,,ao,ao
Q135371631,Miriam Congo da Cruz,,,ao,ao
Q3179256,Norberto Mulenessa Maurito,,,ao,ao
Q3179735,Joaquim Pinto de Andrade,,,ao,ao
Q3181032,John Bella,,,ao,ao
Q3182883,Johnny Eduardo Pinnock,,,ao,ao
Q1320275,Micaela Reis,,,ao,ao
Q1339834,Emílio Sumbelelo,,,ao,ao
Q1339838,Emílio de Carvalho,,,ao,ao
Q1342923,Luís Manuel Ferreira Delgado,,,ao,ao
