# source_url: https://irn.justica.gov.pt/Portals/33/Regras%20Nome%20Proprio/Lista%20Nomes%20Pr%C3%B3prios.pdf?ver=WNDmmwiSO3uacofjmNoxEQ%3D%3D
# license: official IRN publication; no explicit open-data license found
# pdf_pages: 88
# parsed_pages_with_names: 88
# parse_coverage_pct: 100.0%
name,gender
JOSEANE,F
JOSEANNE,F
JOSEBERTO,M
JOSEFA,F
JOSEFHI,M
JOSEFINA,F
JOSELIA,F
JOSELINA,F
JOSEMAR,M
JOSEMARA,F
JOSEPH,M
JOSH,M
JOSHUA,M
JOSIANA,F
JOSIANE,F
JOSIANNE,F
JOSIANY,F
JOSIAS,M
JOSIEL,M
JOSIMAR,M
JOSINO,M
JOSTON,M
JOSUE,M
JOSY,F
JOTI,F
JOUBERT,M
JOVANA,F
JOVANI,M
JOVANY,M
JOVIANO,M
JOY,M
JOYA,F
JOYALPREET,M
JOYCE,F
JOYCIANE,F
JOYWIN,M
JOZEFINA,F
JUAN,M
JUANITA,F
JUCEILA,F
JUCELENE,F
JUCEMARA,F
JUCILINO,M
JUDE,M
JUDICE,M
JUDITE,F
JUEL,M
JUELSON,M
JUISNEY,F
JULES,M
JULI,F
JULIA,F
JULIAN,M
JULIANA,F
JULIANN,M
JULIANNA,F
JULIANO,M
JULIANY,F
JULIAO,M
JULIE,F
JULIEN,M
JULIETA,F
JULIETH,F
JULIETTE,F
JULINE,F
JULINHA,F
JULIO,M
JULLIA,F
JULLYANA,F
JUMINA,F
JUN,M
JUNAID,M
JUNAYED,M
JUNE,F
JUNIA,F
JUNIO,M
JUNIOR,M
JUNO,F
JUNXI,M
JUNXIN,M
JUSILENE,F
JUSSARA,F
JUSTA,F
JUSTIN,M
JUSTINO,M
JUSTO,M
JUSTYNA,F
JUVENAL,M
JUWEYRIYAH,F
JYANIO,M
JYSEA,F
KA,F
KABIR,M
KADIATOU,F
KADIDJATOU,F
KADIJA,F
KADIJAH,F
KAEL,M
KAELA,F
KAELYNN,F
KAHEL,M
KAHIL,M
KAHINE,M
KAI,F
KAIDEN,M
KAIDO,M
KAILAN,M
KAILANE,F
KAILANI,F
KAILANNY,F
KAILANY,F
KAILON,M
KAILY,F
KAIO,M
KAIQUE,M
KAIRA,F
KAIROS,F
KAIS,M
KAISER,M
KAITLYN,F
KAJATOU,F
KALEB,M
KALEBE,M
KALENY,M
KALILE,M
KALISSY,F
KALYANI,F
KAMIL,M
KAMILA,F
KAMILAH,F
KAMILE,F
KAMILLA,F
KAMILLY,F
KAMYA,F
KANE,M
KANIKA,F
KANIKSHA,F
KANISH,M
KANISHA,F
KANIZFATEMA,F
KANYE,M
KARAMJOT,M
KARAN,M
KARANPHICH,M
KAREEM,M
KAREEN,F
KAREENA,F
KAREN,F
KARIMA,F
KARIME,F
KARIN,F
KARINA,F
KARINE,F
KARINNA,F
KARISA,F
KARLO,M
KARMJOT,F
KAROL,F
KAROLINA,F
KAROLINE,F
KAROLINY,F
KAROLYNA,F
KARSTEN,M
KARTAVYA,M
KARYNNE,F
KASHFIYA,F
KASHMALA,F
KASPAR,M
KASSIA,F
KASSIE,F
KASSIMARA,F
KASSYA,F
KATALEYA,F
KATALLEYA,F
KATALYA,F
KATARINA,F
KATE,F
KATELYNN,F
KATERIN,F
KATERINA,F
KATHARINA,F
KATHERINE,F
KATHLEEN,F
KATHRINE,F
KATHRYN,F
KATHYA,F
KATIA,F
KATIE,F
KATLIN,F
KATRIN,F
KATTLEYA,F
KATTY,F
KAUA,M
KAUAI,M
KAUAN,M
KAUANA,F
KAUSAR,F
KAVEN,M
KAVYA,F
KAWAME,M
KAWAREN,M
KAWINY,F
KAY,M
KAYA,F
KAYANI,F
KAYANNIE,F
KAYARA,F
KAYCK,M
KAYDAN,M
KAYDEN,M
KAYDON,M
KAYENE,M
KAYKE,M
KAYLA,F
KAYLANE,F
KAYLE,M
KAYLEE,F
KAYLEEN,F
KAYLEIGH,F
KAYLEN,F
KAYLIE,F
KAYLIN,F
KAYLLA,F
KAYNA,F
KAYO,M
KAYRA,F
KAYRON,M
KAYSER,M
KAYSON,M
KAYSSA,F
KAYU,M
KAYVAN,M
KAZUKI,M
KEANU,M
KEANY,M
KEDIANY,F
KEICY,M
KEID,M
KEIDAN,M
KEIKO,F
KEILA,F
KEILANE,F
KEILANY,F
KEILLY,F
KEIMILLY,F
KEIRA,F
KEISON,M
KEISSIM,F
KEISSY,F
KEITY,F
KEIYAN,M
KEJAN,M
KELBY,M
KELCIO,M
KELEN,F
KELIA,F
KELIAN,M
KELIANE,F
KELLEN,F
KELLVIN,M
KELLY,F
KELLYA,F
KELLYANE,F
KELLYN,F
KELLYNE,F
KELLYSON,M
KELMY,F
KELSHIA,F
KELSIA,F
KELSIE,F
KELSON,M
KELSY,F
KELTON,M
KELVE,M
KELVIM,M
KELVIN,M
KELVIO,M
KELVY,M
KELVYN,M
KELY,F
KELYA,F
KELYAN,M
KEMER,M
KEMILLY,F
KEMILY,F
KEN,M
KENAY,M
KENDALL,F
KENDERSON,M
KENDJI,M
KENDJY,M
KENDRA,F
KENDRICK,M
KENDRO,M
KENDY,M
KENDZO,M
KENER,M
KENESH,M
KENG,M
KENIA,F
KENIK,M
KENNEDY,M
KENNETH,M
KENNY,M
KENSHIN,M
KENTIA,F
KENYA,F
KENYE,M
KENZA,F
KENZI,F
KENZIE,F
KENZO,M
KENZY,M
KEREN,F
KERIAN,M
KERINHA,F
KESIA,F
KESMEN,M
KESSIA,F
KESSYAH,F
KETHELLEN,F
KETLELINY,F
KETLEY,F
KEVAL,M
KEVAN,M
KEVEM,M
KEVEN,M
KEVIL,M
KEVIM,M
KEVIN,M
KEVINDEEP,M
KEVNA,F
KEVYN,M
KEYA,F
KEYAN,M
KEYANNA,F
KEYDEN,M
KEYLA,F
KEYLIANE,F
KEYLLA,F
KEYLLEN,M
KEYLOR,M
KEYNA,F
KEYNARA,F
KEYSON,M
KEYUR,M
KEYUSH,M
KEZIA,F
KEZIAH,F
KHADIDIATO,F
KHADIDIATOU,F
KHADIJA,F
KHADIME,M
KHAEL,M
KHAILA,F
KHALEED,M
KHALEEFAH,M
KHALEESI,F
KHALID,M
KHALIFA,M
KHALISA,F
KHAREN,F
KHATIJA,F
KHATIJAH,F
KHAUA,M
KHAYLA,F
KHAYMARA,F
KHELIO,M
KHERUNISSA,F
KHEYLLA,F
KHIARA,F
KHIIARA,F
KHIZRA,F
KHLOE,F
KHRISTOPHER,M
KHRISTYAN,M
KHUSHI,F
KHUSHMAN,F
KHUSHPREET,F
KHUSI,F
KHYARA,F
KIAME,M
KIAMI,F
KIAMY,F
KIAN,M
KIANE,M
KIANNA,F
KIANY,F
KIARA,F
KIARE,M
KIARI,M
KIARO,M
KIARY,M
KIDIANA,F
KIELL,M
KIELLE,F
KIENDA,M
KIENDRA,F
KIESSE,F
KIEZA,F
KIEZI,M
KIFANI,M
KIHARA,F
KIKO,M
KILARY,F
KILIAN,M
KILUANGE,M
KIMANY,M
KIMBERLEY,F
KIMBERLY,F
KIMON,M
KIMORA,F
KINAN,M
KINIA,F
KION,M
KIRA,F
KIRIAN,M
KIRIL,M
KIRILL,M
KIRTAN,M
KISHANI,F
KISSAMA,M
KISSIA,F
KIUMA,F
KIVEN,M
KIYAAN,M
KIYAN,M
KIZUA,M
KLARA,F
KLAUDIA,F
KLAUS,M
KLEBER,M
KLEDILSON,M
KLEIO,F
KLEITON,M
KLEMENTYNA,F
KLEO,F
KLERY,F
KLEYDILSON,M
KLEYDY,M
KLEYTON,M
KLINSMANN,M
KLISMMAN,M
KOBE,M
KOMAL,F
KONSTANTIN,M
KOSTYANTYN,M
KRIPA,F
KRIPAL,M
KRIS,M
KRISH,M
KRISHA,F
KRISHANG,M
KRISHIV,M
KRISHNA,F
KRISHTI,F
KRISMA,F
KRISTAL,F
KRISTELLE,F
KRISTEN,M
KRISTI,F
KRISTIAN,M
KRISTINA,F
KRISTIS,M
KRISTOPHER,M
KRITAN,M
KRITTIKA,F
KRUSHANGI,F
KRUTGNA,F
KRYSTAL,F
KULTHUM,F
KUNAL,M
KUNCHOK,M
KUSH,M
KWAME,M
KWELI,M
KWENDA,M
KYAMI,M
KYAN,M
KYANA,F
KYANDRO,M
KYANNA,F
KYANNI,F
KYARA,F
KYARAH,F
KYARI,M
KYDYANE,M
KYESSE,F
KYGIA,F
KYLA,F
KYLAIN,M
KYLAR,M
KYLE,M
KYLIAN,M
KYLIE,F
KYLLEN,M
KYMANI,M
KYNARA,F
KYOMARA,F
KYRIAN,M
LACE,F
LACEY,F
LAEL,M
LAERCIA,F
LAERCIO,M
LAERSON,M
LAETICIA,F
LAETITIA,F
LAIA,F
LAIBAH,F
LAIDIJA,F
LAILA,F
LAILANA,F
LAIMA,F
LAINE,F
LAIS,F
LAISA,F
LAISSA,F
LAIYANNE,F
LAIZ,F
LAIZI,F
LAKISHA,F
LAKSHMI,F
LAKSMI,F
LALY,F
LAMARANA,M
LAMISA,F
LANA,F
LANDER,M
LANICA,F
LANNA,F
LANNAH,F
LAP,M
LAPO,M
LARA,F
LARAYUMI,F
LARIANA,F
LARIANE,F
LARIK,M
LARISA,F
LARISSA,F
LARIZA,F
LARYSA,F
LARYSSA,F
LASILIS,F
LASSANA,M
LATHIFA,F
LATIFA,F
LATIFAH,F
LAUANE,F
LAUANNY,F
LAUDINEI,M
LAURA,F
LAUREANA,F
LAUREEN,F
LAUREN,F
LAURENA,F
LAURENCO,M
LAURENE,F
LAURENT,F
LAURENTINA,F
LAURENTINO,M
LAURENTIU,M
LAURIANA,F
LAURINDA,F
LAURINDO,M
LAURO,M
LAURYANE,F
LAURYN,F
LAVINIA,F
LAVONNE,F
LAWAN,F
LAWRENCE,M
LAYA,F
LAYANE,F
LAYANNA,F
LAYANNE,F
LAYARA,F
LAYENA,F
LAYLA,F
LAYNE,F
LAYRA,F
LAYRON,M
LAYSA,F
LAYSLA,F
LAYSSA,F
LAZARO,M
LAZARUS,M
LE,F
LEA,F
LEAH,F
LEAN,F
LEANA,F
LEANDO,M
LEANDRA,F
LEANDRE,M
LEANDRO,M
LEANE,F
LEANJE,F
LEANNA,F
LEANOR,F
LEBRON,M
LECCIO,M
LECHEN,M
LECIO,M
LECTICIA,F
LEDILSON,M
LEDINILSON,M
LEE,M
LEENA,F
LEHO,M
LEIA,F
LEIDIVAN,F
LEIDSON,M
LEILA,F
LEIRE,F
LEIZA,F
LEKBIRA,F
LEMBA,F
LEMUEL,M
LEN,M
LENA,F
LENIA,F
LENICY,F
LENILSON,M
LENIN,F
LENINE,M
LENIO,M
LENISE,F
LENNY,M
LENORA,F
LENY,M
LEO,M
LEOCADIA,F
LEODVALDO,M
LEOMARA,F
LEON,M
LEONA,F
LEONARA,F
LEONARD,M
LEONARDO,M
LEONE,F
LEONEL,M
LEONELA,F
LEONELLA,F
LEONIA,F
LEONID,M
LEONIDAS,M
LEONIDIO,M
LEONIE,F
LEONILDE,F
LEONILDO,M
LEONNA,F
LEONNOR,F
LEONNY,F
LEONOR,F
LEONORA,F
LEONTIE,M
LEONTINA,F
LEONTINO,M
LEOPOLD,M
LEOPOLDINE,F
LEOPOLDO,M
LESANE,M
LESIO,M
LESLIE,F
LETHICIA,F
LETHYCIA,F
LETIAN,M
LETICIA,F
LETICYA,F
LETIELLY,F
LETISSIA,F
LETIZIA,F
LEV,M
LEVI,M
LEVINE,M
LEVY,M
LEWIS,M
LEXIE,F
LEYA,F
LEYANE,F
LEYDILSON,M
LEYLA,F
LEYNA,F
LHUZIE,F
LHYA,F
LHYAM,M
LIA,F
LIAH,F
LIAM,M
LIAN,M
LIANA,F
LIANDRO,M
LIANE,F
LIANNA,F
LIANNE,F
LIANNY,F
LIANO,M
LIANOR,F
LIANY,F
LIARA,F
LIBANIA,F
LIBANIO,M
LIBERATO,M
LIBIANE,F
LICIA,F
LICIANA,F
LICIANE,F
LICINIA,F
LICINIO,M
LIDIA,F
LIDIANA,F
LIDIANAY,F
LIDIANE,F
LIDIANY,F
LIDIJA,F
LIDIO,M
LIEDSON,M
LIELSON,M
LIGIA,F
LIGIANE,F
LIJOY,M
LIL,M
LILA,F
LILIA,F
LILIAM,F
LILIAN,F
LILIANA,F
LILIANE,F
LILIANNA,F
LILLIANA,F
LILLIE,F
LILLY,F
LILY,F
LILYA,F
LINA,F
LINCOLN,M
LINDA,F
LINDHA,F
LINJING,F
LINO,M
LIONEL,M
LIONELA,F
LIPIKA,F
LIRA,F
LIRI,M
LIRIA,F
LIS,F
LISA,F
LISANA,F
LISANDRA,F
LISANDRO,M
LISANDRU,M
LISBON,F
LISSA,F
LISSANDRA,F
LISSANDRO,M
LISUARTE,M
LITANA,M
LIV,F
LIVIA,F
LIVIO,M
LIVIU,M
LIVYA,F
LIWILSON,M
LIYA,F
LIYAANAH,F
LIYANA,F
LIZ,F
LIZA,F
LIZANDRA,F
LIZANDRO,M
LIZEA,F
LIZI,F
LLYHARA,F
LOAN,M
LOANA,F
LOBO,M
LOGAN,M
LOHAN,M
LOHANA,F
LOIC,M
LOIDE,F
LOIKA,F
LOK,F
LOLA,F
LONA,F
LOPO,M
LOREDANA,F
LORENA,F
LORENNA,F
LORENZ,M
LORENZA,F
LORENZO,M
LORENZZO,M
LORIANA,F
LORIANE,F
LORIE,F
LORIEN,M
LORINE,F
LORRAINE,F
LORRAINY,F
LORRANY,F
LOU,F
LOUAN,M
LOUANA,F
LOUANE,F
LOUANNA,F
LOUCA,M
LOUCAS,M
LOUCIA,F
LOUIS,M
LOUISA,F
LOUISE,F
LOUNA,F
LOURDES,F
LOURENCO,M
LOURENZO,M
LOVISH,M
LUA,F
LUAAN,M
LUAI,M
LUAN,M
LUANA,F
LUANDA,F
LUANE,F
LUANI,F
LUANNA,F
LUANNY,F
LUANY,F
LUARA,F
LUATH,M
LUATI,M
LUATY,M
LUCA,M
LUCAH,M
LUCAS,M
LUCCA,F
LUCCAS,M
LUCIA,F
LUCIAN,M
LUCIANA,F
LUCIANE,F
LUCIANNO,M
LUCIANO,M
LUCIE,F
LUCIEL,M
LUCIEN,M
LUCIENA,F
LUCIENE,F
LUCILE,F
LUCILIA,F
LUCILY,F
LUCINDA,F
LUCIO,M
LUCKAS,M
LUCY,F
LUCYMAR,F
LUDGERO,M
LUDIANA,F
LUDIANY,F
LUDIMA,F
LUDMILA,F
LUDOVICO,M
LUDYANNE,F
LUEJI,F
LUENA,F
LUENNA,F
LUI,M
LUIANA,F
LUICILENE,F
LUIGI,M
LUINE,F
LUIS,F
LUISA,F
LUISANDRO,M
LUISIE,F
LUIZ,M
LUIZA,F
LUIZANDRO,M
LUIZINHO,M
LUKA,F
LUKAS,M
LUKE,M
LUKENI,M
LUKENIA,F
LUKENNY,M
LUKENY,M
LUKENYA,F
LUKIAN,M
LUMENA,F
LUMI,F
LUNA,F
LUNAH,F
LUNARA,F
LUNIVA,F
LUNNA,F
LUNNAH,F
LUQMAN,M
LURDES,F
LURIAH,F
LURIAM,F
LURIANE,F
LUSSEMO,M
LUTIERO,M
LUVIANO,M
LUWEJIYANE,F
LUYANA,F
LUYANE,F
LUZ,F
LUZIA,F
LWANE,M
LWAZI,M
LWEJI,F
LWENA,F
LWEZZY,F
LYA,F
LYAH,F
LYAM,M
LYAN,F
LYANA,F
LYANDRA,F
LYANDRO,M
LYANE,F
LYANI,F
LYANIE,F
LYANN,M
LYARA,F
LYAREN,F
LYNA,F
LYNN,F
LYON,M
LYRICS,M
LYSIE,F
LYSSA,F
LYSSANDRO,M
LYUBOMYR,M
LYVIA,F
M HAMMED,M
M MA,M
M MAHAWA,F
MAAHI,F
MAAHIN,M
MAAHIRAH,F
MAAHNIYA,F
MAANIYA,F
MAANVIKA,F
MAAZ,M
MABEL,F
MABELL,F
MACAR,M
MACBETH,M
MACEO,M
MACIEL,M
MADAIL,F
MADALENA,F
MADALINA,F
MADANI,M
MADDALENA,F
MADDELYN,F
MADDOX,M
MADELEINE,F
MADELENE,F
MADIHA,F
MADJER,M
MADS,M
MADU,M
MAEL,M
MAELIE,F
MAELIS,F
MAELYS,F
MAERIK,M
MAEVA,F
MAEZIE,M
MAFALDA,F
MAGALI,F
MAGALIE,F
MAGDA,F
MAGDALENA,F
MAGGUI,F
MAGNO,M
MAGNOLIA,F
MAGNUSON,M
MAGO,M
MAGUETTE,F
MAGUI,F
MAH,F
MAHA,F
MAHAD,M
MAHAMADOU,M
MAHAMAT,M
MAHDIA,F
MAHER,M
MAHI,F
MAHIB,M
MAHIR,M
MAHNOOR,F
MAHOMED,M
MAIA,F
MAIARA,F
MAICON,M
MAIDA,F
MAIDO,F
MAIKE,M
MAILA,F
MAIMUNA,F
MAIR,M
MAIRA,F
MAIRON,M
MAISA,F
MAISAH,F
MAISAM,F
MAISON,M
MAITE,F
MAJD,M
MAKAR,M
MAKAYLA,F
MAKAYLO,M
MAKSIM,M
MAKSYM,M
MALACHI,M
MALAIKA,F
MALAK,F
MALAM,M
MALAQUIAS,M
MALAV,M
MALCOLM,M
MALCOM,M
MALDINE,M
MALENA,F
MALI,F
MALIA,F
MALICK,M
MALIE,F
MALIHA,F
MALIK,M
MALIKA,F
MALU,F
MALVIN,M
MAMA,F
MAMADOU,F
MAMADU,M
MAME,F
MAMEDE,M
MAMUDU,M
MAN,F
MANAN,M
MANASSA,F
MANASSEH,M
MANASSES,M
MANASVI,F
MANAV,M
MANEL,F
MANI,M
MANISH,M
MANJOT,M
MANKIRAT,F
MANMEET,F
MANN,M
MANNATPREET,F
MANNOOR,M
MANOEL,M
MANOELA,F
MANON,F
MANRAJ,M
MANREET,F
MANSHIT,M
MANSI,F
MANTEG,M
MANTEJPREET,M
MANTHAN,M
MANU,M
MANUEL,M
MANUELA,F
MANUELLA,F
MANVEER,M
MANVI,F
MANYATA,F
MAPRUA,F
MARA,F
MARAH,F
MARBIN,M
MARC,M
MARCEL,M
MARCELA,F
MARCELINA,F
MARCELINO,M
MARCELLA,F
MARCELLE,F
MARCELLO,M
MARCELO,M
MARCEU,M
MARCIA,F
MARCIANA,F
MARCILIO,M
MARCIO,M
MARCO,M
MARCOS,M
MARCUS,M
MARE,F
MARFLOR,F
MARGARET,F
MARGARIDA,F
MARGARIGA,F
MARGARITA,F
MARGARITTA,F
MARGAUX,F
MARGHERITA,F
MARGOT,F
MARGUERITA,F
MARI,F
MARIA,F
MARIAH,F
MARIAM,F
MARIAMA,F
MARIAMAR,F
MARIAME,F
MARIAN,M
MARIANA,F
MARIANE,F
MARIANGI,F
MARIANNA,F
MARIANNE,F
MARIANO,M
MARIBEL,F
MARIE,F
MARIELA,F
MARIELLE,F
MARIETA,F
MARIIA,F
MARIJA,F
MARILDA,F
MARILIA,F
MARILINDA,F
MARILU,F
MARILUZ,F
MARILZA,F
MARINA,F
MARINELA,F
MARINHA,F
MARINO,M
MARIO,M
MARION,F
MARISA,F
MARISABEL,F
MARISELA,F
MARISOL,F
MARITA,F
MARIUS,M
MARIUSZ,M
MARIYAH,F
MARIZA,F
MARJORE,F
MARK,M
MARKEL,M
MARKIYAN,M
MARKO,M
MARKUS,M
MARLAYNA,F
MARLE,F
MARLENE,F
MARLEY,M
MARLI,F
MARLICE,F
MARLINE,F
MARLISE,F
MARLITA,F
MARLON,M
MARLOS,M
MARLUI,F
MARLYN,M
MAROUANE,M
MARQUES,M
MARSEL,M
MARTA,F
MARTHA,F
MARTHIN,M
MARTHYN,M
MARTI,M
MARTIANO,M
MARTIM,M
MARTIN,M
MARTINA,F
MARTINHA,F
MARTINHO,M
MARTINO,M
MARTINS,M
MARTYN,M
MARUTI,M
MARUWA,F
MARVIN,M
MARVYN,M
MARWA,F
MARWANE,M
MARY,F
MARYA,F
MARYAH,F
MARYAM,F
MARYANA,F
MARYBEL,F
MARYCEL,F
MARYSOL,F
MASON,M
MASROOR,M
MATEEN,M
MATEI,M
MATEO,M
MATEUS,M
MATHALDA,F
MATHEO,M
MATHEUS,M
MATHIAS,M
MATHIEU,M
MATHILDA,F
MATHILDE,F
MATHIS,M
MATHYLDE,F
MATHYS,M
MATIAS,M
MATIBINO,M
MATILDA,F
MATILDE,F
MATIO,M
MATISSE,M
MATTEO,M
MATTHEO,M
MATTHEW,M
MATTHIAS,M
MATTI,M
MATTIA,M
MATTIAS,M
MATTIS,M
MATUSALEM,M
MATVEI,M
MATVEY,M
MATVII,M
MATVIY,M
MATZ,M
MAUAN,F
MAURA,F
MAUREEN,F
MAURI,M
MAURICIO,M
MAURILIO,M
MAURINE,F
MAURO,M
MAURYCY,M
MAVI,M
MAWETE,M
MAX,M
MAXIM,M
MAXIME,M
MAXIMIANO,M
MAXIMILEN,M
MAXIMILIAN,M
MAXIMILIANO,M
MAXIMO,M
MAXIMUS,M
MAXINE,F
MAXUWELL,M
MAXWELL,M
MAY,F
MAYA,F
MAYAGI,F
MAYANA,F
MAYANK,M
MAYARA,F
MAYCE,F
MAYCON,M
MAYLA,F
MAYLEE,F
MAYLEN,M
MAYLIS,F
MAYLON,M
MAYLSON,M
MAYRA,F
MAYRONNE,M
MAYSA,F
MAYSON,M
MAYZA,F
MAZEA,F
MCKENZIE,M
MEDHANSH,M
MEDINA,F
MEER,M
MEERA,F
MEERYAM,F
MEET,M
MEGAN,F
MEGGI,F
MEGH,M
MEGHAN,F
MEHAAN,M
MEHAKPREET,F
MEHDI,M
MEHJABEEN,F
MEHR,F
MEL,F
MELANIA,F
MELANIE,F
MELANIYA,F
MELANNIE,F
MELANY,F
MELANYE,F
MELINA,F
MELINDA,F
MELINE,F
MELINIE,F
MELISA,F
MELISANDE,F
MELISSA,F
MELISSE,F
MELLANIE,F
MELLANY,F
MELLANYE,F
MELLISSA,F
MELLYSSA,F
MELODIA,F
MELODIE,F
MELODY,F
MELQUI,M
MELQUISEDEC,M
MELQUIZEDEQUE,M
MELVIN,M
MELYNDA,F
MELYSSA,F
MENDO,M
MENG,M
MERCEDES,F
MERCES,F
MERCIANE,F
MEREGALY,M
MERIANA,F
MERICIA,F
MERITA,F
MERITXELL,F
MERYDJENE,F
MERYEM,F
MERYK,M
MESAQUE,M
MESSIAS,M
MEYDE,F
MEYRA,F
MEYSON,M
MEZUT,M
MIA,F
MIAH,F
MICAEL,M
MICAELA,F
MICAELLA,F
MICAELSUN,M
MICAH,M
MICAIAS,M
MICAL,F
MICHAEL,M
MICHAIAH,M
MICHAL,M
MICHEL,M
MICHELANGELO,M
MICHELE,F
MICHELI,F
MICHELL,F
MICHELLE,F
MICHELLY,F
MICHELSON,M
MICKAEL,M
MICKAELA,F
MICKELLY,F
MIFTAH,F
MIGLENA,F
MIGUEL,M
MIGUELA,F
MIGUELANGELO,M
MIHAELA,F
MIHAI,M
MIHAIL,M
MIHIR,M
MIKAEL,M
MIKAELA,F
MIKAELE,M
MIKAELLY,F
MIKAYLA,F
MIKE,M
MIKEL,M
MIKHA,M
MIKHAEL,M
MIKHAIL,M
MIKHEIL,M
MIKUL,M
MILA,F
MILADE,M
MILAN,M
MILANA,F
MILANY,F
MILEIDA,F
MILEIDE,F
MILENA,F
MILENE,F
MILEY,F
MILICA,F
MILINDA,F
MILTON,M
MINA,F
MINDO,M
MINERVA,F
MIQUEIAS,M
MIRA,F
MIRAN,M
MIRANDA,F
MIRE,M
MIREIA,F
MIRELA,F
MIRELLA,F
MIREYA,F
MIRIA,F
MIRIAM,F
MIRIAN,F
MIRITA,F
MIRNA,F
MIROSLAV,M
MIROSLAVA,F
MIRUNA,F
MIRYAH,F
MIRYAM,F
MISAEL,M
MISAELA,F
MISAKI,M
MISBAH,F
MISHA,F
MISHAL,F
MISTHI,F
MIVAAN,M
MIZAEL,M
MIZUKI,F
MOANA,F
MOAYE,M
MODRICH,M
MOGLI,M
MOHAMAD,M
MOHAMADE,M
MOHAMADU,M
MOHAMED,M
MOHAMMAD,M
MOHAMMADOU,M
MOHAMMED,M
MOHKAMDEEP,M
MOISES,M
MOMTAHANA,F
MONA,F
MONICA,F
MONIK,M
MONIKE,F
MONROE,F
MONTGOMERY,M
MONTHER,M
MOOSA,M
MOR,M
MORENA,F
MORGAN,M
MORGANA,F
MORONI,M
MOSES,M
MOUCTAR,M
MOUHAMADOU,M
MOUHAMED,M
MUAMADU,M
MUAMED,M
MUBASSHIR,M
MUETI,M
MUFADDAL,M
MUFARO,F
MUHAMAD,M
MUHAMED,M
MUHAMMAD,M
MUHIBUR,M
MUIF,M
MUJTABA,M
MUKTI,F
MULAI,M
MURIEL,F
MURILO,M
MURTAZA,M
MUSKAN,F
MUSSA,M
MUSTAFA,M
MUTARO,M
MUTIARA,F
MUZAMMIL,M
MYA,F
MYANY,F
MYCAELLA,F
MYCHEL,M
MYKAEL,M
MYKAIL,M
MYKHAEL,M
MYKHAIL,M
MYKHAILO,M
MYKYTA,M
MYLA,F
MYLAN,M
MYLENA,F
MYMOUNA,F
MYRA,F
MYRIAM,F
MYRON,M
MYVEN,M
N DEYE,F
N ZAYLA,F
NAARA,F
NABIAN,F
NABIL,M
NABY,M
NADIA,F
NADINE,F
NADIR,F
NADJA,F
NADYA,F
NADYNE,F
NAEEM,M
NAEEMA,F
NAEL,M
NAER,M
NAEVA,F
NAFIA,F
NAFTALI,M
NAGORE,F
NAHARY,F
NAHLA,F
NAHYMA,F
NAIA,F
NAIANE,F
NAIARA,F
NAIDE,F
NAILA,F
NAIMA,F
NAIR,F
NAIRA,F
NAISA,F
NAISSA,F
NAJIHULLAH,M
NAJNA,F
NAKSH,M
NALAAN,F
NALEYDE,F
NALINI,F
NAMAN,M
NAMI,F
NAMIRA,F
NANCI,F
NANCY,F
NANDOR,M
NANI,M
NAOMI,F
NARA,F
NARAIANA,F
NARCELIO,M
NARCIZIO,M
NARIL,M
NARSIL,M
NASH,M
NASRA,F
NASSER,M
NATACHA,F
NATALI,F
NATALIA,F
NATALIE,F
NATALINA,F
NATAN,M
NATANAEL,M
NATANAELA,F
NATANIEL,M
NATANIELA,F
NATASHA,F
NATCHALA,F
NATERCIA,F
NATHALIA,F
NATHALIE,F
NATHAN,M
NATHANAEL,M
NATHANIEL,M
NATHANYEL,M
NATSHARA,F
NAULAN,M
NAVID,M
NAVROOP,M
NAVYA,F
NAWAIL,F
NAWAL,F
NAWANY,F
NAWAZ,M
NAYAN,M
NAYANDRA,F
NAYANKA,F
NAYANNE,F
NAYARA,F
NAYARAH,F
NAYELI,F
NAYLA,F
NAYLAH,F
NAYLEEN,F
NAYLLA,F
NAYMA,F
NAYOMI,F
NAYR,F
NAYRA,F
NAYSA,F
NAYSHA,F
NAYSIR,F
NAYUCA,F
NAZAR,M
NAZARE,F
NAZARIO,M
NAZARIY,M
NAZIA,F
NAZIR,M
NAZIRITI,F
NDEYE,F
NEAL,M
NECTARIE,M
NEDILSON,M
NEEL,M
NEELA,F
NEEMIAS,M
NEENA,F
NEER,M
NEERZARA,F
NEEV,M
NEEYDSON,M
NEHAN,M
NEIDE,F
NEIDI,F
NEIDIANE,F
NEIDIANY,F
NEIDILSON,M
NEIL,M
NEIMA,F
NEIMARA,F
NEISE,F
NEIVALDO,M
NEIVANIA,F
NEL,F
NELCY,F
NELI,F
NELIA,F
NELIO,M
NELISSA,F
NELLY,F
NELLYANE,F
NELMA,F
NELO,M
NELSA,F
NELSIANY,F
NELSON,M
NELSSY,F
NELSYANNE,F
NELVIN,M
NELY,F
NEMESIO,M
NENE,F
NEOMI,F
NERCIO,M
NEREA,F
NEREIDA,F
NERIK,M
NERISSA,F
NESILITA,F
NESSIE,F
NESSY,F
NESTA,F
NEUSA,F
NEUSE,F
NEUZA,F
NEVAAN,M
NEVAN,M
NEVELLY,F
NEVIA,F
NEVIN,M
NEYANNE,F
NEYLISSA,F
NEYMA,F
NEYMAR,M
NEYMARA,F
NEZZAR,M
NGENDA,F
NGHOITE,F
