# source_url: https://query.wikidata.org/sparql
# license: CC0
# country_qid: Q155
# note: WDQS label corpus; given/family fields blank when property joins time out
qid,label,given_name,family_name,country,country_class
Q197578,Oséas Reis dos Santos,,,br,br
Q197875,Edi Carlos Dias Marçal,,,br,br
Q198027,Vítor Benite,,,br,br
Q198780,Bertrand de Orléans e Bragança,,,br,br
Q53420,Bob Falkenburg,,,br,br
Q53666,Isael da Silva Barbosa,,,br,br
Q55426,Glauber Rocha,,,br,br
Q258140,Bebel Gilberto,,,br,br
Q258713,Jaime Oncins,,,br,br
Q259094,Bruno Gagliasso,,,br,br
Q59617,Waldemar Passini Dalbello,,,br,br
Q59674,Edmar Peron,,,br,br
Q59854,Tarcísio Scaramussa,,,br,br
Q59870,Emerson Sheik,,,br,br
Q200131,Antônio Carlos Jobim,,,br,br
Q263552,Ana Maria Machado,,,br,br
Q263717,Augusto Alves da Rocha,,,br,br
Q263855,Antônio Carlos Gomes,,,br,br
Q59255,Sandro Raniere,,,br,br
Q59388,Rhayner Santos Nascimento,,,br,br
Q59448,Rodolfo Luís Weber,,,br,br
Q59616,João Francisco Salm,,,br,br
Q1797286,Paulo Autran,,,br,br
Q1797294,Paulo Francis,,,br,br
Q1797303,Paulo Machado de Carvalho,,,br,br
Q1797307,Paulo Mendes Campos,,,br,br
Q180642,Garrincha,,,br,br
Q180444,Eduardo da Silva,,,br,br
Q122905,Zózimo,,,br,br
Q123576,Leandro Salino,,,br,br
Q124327,Dante Amaral,,,br,br
Q202429,Juan,,,br,br
Q202592,Breitner Da Silva,,,br,br
Q202807,Henrique Soares da Costa,,,br,br
Q177885,Heurelho Gomes,,,br,br
Q199671,Afonso Arinos de Melo Franco,,,br,br
Q199652,Adolpho Lutz,,,br,br
Q199656,Adolpho Bloch,,,br,br
Q199666,Adoniran Barbosa,,,br,br
Q262984,Felipe Kitadai,,,br,br
Q262954,Marcelinho Paraíba,,,br,br
Q263411,Thiago Quirino,,,br,br
Q200729,Leone Maciel Fonseca,,,br,br
Q200812,Deodoro da Fonseca,,,br,br
Q178683,Cafu,,,br,br
Q178774,Bismarck Barreto Faria,,,br,br
Q647438,Mário Sérgio,,,br,br
Q646471,César Cervo Luca,,,br,br
Q646542,John Pascoe Grenfell,,,br,br
Q646568,Ricardo Soares Florêncio,,,br,br
Q647878,Léo Stronda,,,br,br
Q197593,Kelly,,,br,br
Q591529,"Honório Hermeto Carneiro Leão, Marquis of Paraná",,,br,br
Q592202,Diogo Douglas Santos Andrade Barbosa,,,br,br
Q593519,Rubens Sales,,,br,br
Q580523,João Pinheiro Chagas,,,br,br
Q581330,Humberto Honorio,,,br,br
Q581597,Mário Gonçalves Vianna,,,br,br
Q581655,Maicon dos Santos,,,br,br
Q221141,Caçapa,,,br,br
Q220593,Lucas Leiva,,,br,br
Q2480447,Samuel Camazzola,,,br,br
Q2480556,"Felisberto Caldeira Brant, Marquis of Barbacena",,,br,br
Q2480530,Renato Righetto,,,br,br
Q2482623,Renato Sobral,,,br,br
Q594771,Jayme Monjardim,,,br,br
Q594893,Williams Silvio Modesto Verísimo,,,br,br
Q595653,Rodrigo de Souza Cardoso,,,br,br
Q599586,Antonio Amaral de Sampaio,,,br,br
Q585725,Agostinho Fortes Filho,,,br,br
Q585743,Alfredo Mostarda Filho,,,br,br
Q585647,Marcelo Cândido da Silva,,,br,br
Q586706,Cléber Américo da Conceição,,,br,br
Q197600,Fellype Gabriel,,,br,br
Q197591,Marcel Augusto Ortolan,,,br,br
Q62086,Fritz Müller,,,br,br
Q60603,Thiago Xavier Rodrigues Corrêa,,,br,br
Q60615,Marcos Roberto Pereira dos Santos,,,br,br
Q60513,Rincón,,,br,br
Q60277,Rafael Rato,,,br,br
Q60316,Ari Santos,,,br,br
Q581787,Guilhermina Guinle,,,br,br
Q582080,Clarissa dos Santos,,,br,br
Q583087,Georg Przyrembel,,,br,br
Q583564,Aloísio Jorge Pena Vitral,,,br,br
Q584219,César Prates,,,br,br
Q2502098,Dondinho,,,br,br
Q2502029,Leonardo José Aparecido Moura,,,br,br
Q2505429,Marcos Carneiro de Mendonça,,,br,br
Q1709700,José Vitor Rodrigues Ribeiro da Silva,,,br,br
Q1709711,José da Silva Chaves,,,br,br
Q1709729,José de Lanza Neto,,,br,br
Q1709744,José d'Ângelo Neto,,,br,br
Q1710111,João Afonso Sólis,,,br,br
Q1710123,João Batista Lima Gomes,,,br,br
Q1710158,João Gomez de Araújo,,,br,br
Q1710128,João Bethencourt,,,br,br
Q1710129,João Bosco Barbosa de Sousa,,,br,br
Q1710132,João Bosco Oliver de Faria,,,br,br
Q1710133,João Bosco de Freitas Chaves,,,br,br
Q1710137,João Carlos Pessoa Fragoso,,,br,br
Q1710140,João Chedid,,,br,br
Q1709614,José Rodrigues,,,br,br
Q1709535,José Nelson Westrupp,,,br,br
Q1709536,José Newton de Almeida Baptista,,,br,br
Q1709552,José Palmeira Lessa,,,br,br
Q1709556,José Palmeiro Mendes,,,br,br
Q1709571,José Pereira da Silva Barros,,,br,br
Q1709611,José Roberto Reynoso Fernandez Filho,,,br,br
Q57167,Zé Roberto,,,br,br
Q58104,Antonio Patriota,,,br,br
Q503576,José Afonso Ribeiro,,,br,br
Q503639,Ademar da Silva Braga Júnior,,,br,br
Q504512,Francisco Manuel da Silva,,,br,br
Q504807,Benjamin Insfran,,,br,br
Q223229,Doni,,,br,br
Q221897,Pedro Cunha,,,br,br
Q2486921,Sérgio Viotti,,,br,br
Q2487927,Dimas Gonçalves de Oliveira,,,br,br
Q2489697,Crodowaldo Pavan,,,br,br
Q199624,Adhemar de Barros,,,br,br
Q199631,Adhemar da Silva,,,br,br
Q199640,Adib Jatene,,,br,br
Q62198,Amauri,,,br,br
Q62657,Neto,,,br,br
Q199644,Adolfo Caminha,,,br,br
Q579566,Biro-Biro,,,br,br
Q578635,Rafael Moura,,,br,br
Q579254,Avelar Brandão Vilela,,,br,br
Q579215,Fábio Camilo de Brito,,,br,br
