# source_url: https://query.wikidata.org/sparql
# license: CC0
# country_qid: Q1039
# note: WDQS label corpus; given/family fields blank when property joins time out
qid,label,given_name,family_name,country,country_class
Q117605055,Joaquim Viegas da Graça do Espírito Santo,,,st,palop_other
Q118202748,Amilton Monteverde,,,st,palop_other
Q118202753,Atemilson Perreira,,,st,palop_other
Q118202751,Daniel Sousa Cruz,,,st,palop_other
Q118202749,David Lima,,,st,palop_other
Q118202740,Ediney Nascimento,,,st,palop_other
Q118202746,Edjmer Amado Sousa,,,st,palop_other
Q118202737,Maoro Silveira,,,st,palop_other
Q118202743,Mauro Alfredo,,,st,palop_other
Q118202742,Silvio Aguiar,,,st,palop_other
Q118202744,Vladimir Cruz,,,st,palop_other
Q122413386,Ricardo Fernandes,,,st,palop_other
Q709734,Evaristo Carvalho,,,st,palop_other
Q688513,Armindo Vaz d'Almeida,,,st,palop_other
Q709745,Carlos Graça,,,st,palop_other
Q709756,Raul Bragança Neto,,,st,palop_other
